"SITE_DOMAIN","AD_FORMAT","DEVICE_TYPE_LABEL","GEO_DMA","CONTENT_GENRE","IMPRESSIONS","PURCHASES","PURCHASE_RATE","YIELD_MULTIPLIER","SUPPORT"
"nytimes.com","video","Set Top Box","Philadelphia","",362,2,0.00553,1.480,362
"forbes.com","native","Tablet","Dallas-Ft. Worth","",378,0,0.00000,0.000,378
"techcrunch.com","banner","Connected TV","Houston","",740,2,0.00270,0.724,740
"forbes.com","banner","Mobile/Tablet","Philadelphia","",777,3,0.00386,1.034,777
"theverge.com","video","Connected Device","Houston","",391,2,0.00512,1.370,391
"cnn.com","native","Mobile/Tablet","Chicago","",407,0,0.00000,0.000,407
"tmz.com","native","Mobile/Tablet","Philadelphia","",366,0,0.00000,0.000,366
"techcrunch.com","native","Connected TV","Houston","",396,4,0.01010,2.706,396
"washingtonpost.com","native","Personal Computer","New York","",404,2,0.00495,1.326,404
"tmz.com","banner","Connected TV","New York","",796,6,0.00754,2.019,796
"weather.com","banner","Mobile/Tablet","Houston","",757,2,0.00264,0.708,757
"theverge.com","native","Mobile/Tablet","Philadelphia","",373,1,0.00268,0.718,373
"nytimes.com","video","Phone","Houston","",392,0,0.00000,0.000,392
"forbes.com","video","Tablet","Phoenix","",393,0,0.00000,0.000,393
"nytimes.com","native","Connected Device","Atlanta","",399,0,0.00000,0.000,399
"bbc.com","video","Tablet","Chicago","",390,1,0.00256,0.687,390
"tmz.com","banner","Mobile/Tablet","New York","",831,1,0.00120,0.322,831
"theverge.com","video","Mobile/Tablet","Dallas-Ft. Worth","",391,0,0.00000,0.000,391
"variety.com","video","Connected TV","Atlanta","",377,2,0.00531,1.421,377
"cnn.com","banner","Set Top Box","Philadelphia","",756,7,0.00926,2.480,756
"techcrunch.com","native","Connected TV","Denver","",375,3,0.00800,2.143,375
"cnn.com","video","Personal Computer","Phoenix","",371,1,0.00270,0.722,371
"techcrunch.com","video","Phone","Dallas-Ft. Worth","",370,1,0.00270,0.724,370
"buzzfeed.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",709,4,0.00564,1.511,709
"weather.com","video","Tablet","New York","",374,0,0.00000,0.000,374
"buzzfeed.com","banner","Tablet","Philadelphia","",767,3,0.00391,1.048,767
"espn.com","video","Mobile/Tablet","Miami","",380,2,0.00526,1.410,380
"forbes.com","native","Connected TV","New York","",385,0,0.00000,0.000,385
"washingtonpost.com","video","Mobile/Tablet","New York","",370,1,0.00270,0.724,370
"nytimes.com","banner","Phone","Dallas-Ft. Worth","",734,3,0.00409,1.095,734
"cnn.com","banner","Connected Device","Los Angeles","",771,2,0.00259,0.695,771
"espn.com","banner","Connected TV","Los Angeles","",810,7,0.00864,2.315,810
"espn.com","video","Set Top Box","Atlanta","",402,4,0.00995,2.665,402
"foxnews.com","banner","Connected Device","Phoenix","",821,5,0.00609,1.631,821
"nytimes.com","video","Phone","Denver","",392,2,0.00510,1.367,392
"tmz.com","video","Connected Device","Chicago","",378,1,0.00265,0.709,378
"people.com","banner","Connected Device","Denver","",760,3,0.00395,1.057,760
"buzzfeed.com","banner","Connected TV","Dallas-Ft. Worth","",782,8,0.01023,2.740,782
"weather.com","native","Connected Device","Houston","",361,0,0.00000,0.000,361
"foxnews.com","video","Tablet","Philadelphia","",385,0,0.00000,0.000,385
"bbc.com","video","Personal Computer","Houston","",371,1,0.00270,0.722,371
"techcrunch.com","native","Connected Device","New York","",354,1,0.00283,0.757,354
"forbes.com","native","Tablet","New York","",385,2,0.00520,1.392,385
"people.com","banner","Tablet","Phoenix","",759,4,0.00527,1.412,759
"people.com","native","Tablet","Phoenix","",374,1,0.00267,0.716,374
"espn.com","native","Mobile/Tablet","Philadelphia","",401,3,0.00748,2.004,401
"weather.com","banner","Personal Computer","Chicago","",746,5,0.00670,1.795,746
"techcrunch.com","native","Set Top Box","Philadelphia","",347,1,0.00288,0.772,347
"variety.com","native","Connected Device","Phoenix","",377,2,0.00531,1.421,377
"weather.com","native","Set Top Box","Phoenix","",356,4,0.01124,3.010,356
"weather.com","banner","Mobile/Tablet","Chicago","",724,3,0.00414,1.110,724
"cnn.com","banner","Set Top Box","Atlanta","",797,5,0.00627,1.681,797
"variety.com","banner","Set Top Box","Chicago","",759,3,0.00395,1.059,759
"theverge.com","banner","Phone","Miami","",825,1,0.00121,0.325,825
"techcrunch.com","native","Tablet","Houston","",411,1,0.00243,0.652,411
"techcrunch.com","banner","Connected Device","Miami","",792,1,0.00126,0.338,792
"people.com","video","Connected Device","Houston","",343,1,0.00292,0.781,343
"forbes.com","video","Set Top Box","Los Angeles","",370,2,0.00541,1.448,370
"espn.com","banner","Tablet","New York","",750,3,0.00400,1.072,750
"tmz.com","native","Personal Computer","Chicago","",372,3,0.00807,2.160,372
"variety.com","native","Connected TV","Dallas-Ft. Worth","",352,0,0.00000,0.000,352
"techcrunch.com","video","Tablet","Atlanta","",393,2,0.00509,1.363,393
"bbc.com","video","Set Top Box","Dallas-Ft. Worth","",381,2,0.00525,1.406,381
"nytimes.com","banner","Connected TV","Atlanta","",754,3,0.00398,1.066,754
"theverge.com","video","Mobile/Tablet","Houston","",421,5,0.01188,3.181,421
"espn.com","native","Connected Device","Houston","",391,1,0.00256,0.685,391
"nytimes.com","banner","Personal Computer","Chicago","",754,3,0.00398,1.066,754
"cnet.com","banner","Personal Computer","Dallas-Ft. Worth","",796,1,0.00126,0.336,796
"theverge.com","banner","Personal Computer","Denver","",749,3,0.00401,1.073,749
"theverge.com","banner","Connected Device","Dallas-Ft. Worth","",722,5,0.00693,1.855,722
"forbes.com","video","Set Top Box","Miami","",405,2,0.00494,1.323,405
"bbc.com","native","Mobile/Tablet","Atlanta","",398,4,0.01005,2.692,398
"cnet.com","video","Phone","Denver","",413,0,0.00000,0.000,413
"forbes.com","video","Personal Computer","Los Angeles","",420,1,0.00238,0.638,420
"washingtonpost.com","video","Personal Computer","Houston","",392,0,0.00000,0.000,392
"people.com","banner","Phone","New York","",763,0,0.00000,0.000,763
"people.com","video","Personal Computer","Phoenix","",378,1,0.00265,0.709,378
"cnn.com","native","Personal Computer","Dallas-Ft. Worth","",392,1,0.00255,0.683,392
"foxnews.com","banner","Mobile/Tablet","Houston","",760,3,0.00395,1.057,760
"foxnews.com","native","Connected Device","Philadelphia","",375,2,0.00533,1.429,375
"espn.com","native","Tablet","Dallas-Ft. Worth","",400,0,0.00000,0.000,400
"washingtonpost.com","banner","Mobile/Tablet","Miami","",804,1,0.00124,0.333,804
"nytimes.com","native","Connected TV","Chicago","",402,1,0.00249,0.666,402
"cnn.com","banner","Set Top Box","Los Angeles","",725,2,0.00276,0.739,725
"weather.com","native","Mobile/Tablet","Chicago","",399,3,0.00752,2.014,399
"techcrunch.com","banner","Mobile/Tablet","Atlanta","",815,3,0.00368,0.986,815
"cnn.com","banner","Phone","Los Angeles","",786,2,0.00255,0.682,786
"tmz.com","video","Connected TV","New York","",376,0,0.00000,0.000,376
"cnet.com","video","Phone","Dallas-Ft. Worth","",391,0,0.00000,0.000,391
"tmz.com","native","Connected TV","New York","",421,0,0.00000,0.000,421
"variety.com","video","Set Top Box","New York","",394,2,0.00508,1.360,394
"theverge.com","video","Connected TV","Chicago","",383,1,0.00261,0.699,383
"washingtonpost.com","banner","Connected Device","Phoenix","",765,1,0.00131,0.350,765
"tmz.com","native","Phone","Houston","",370,1,0.00270,0.724,370
"cnet.com","video","Connected Device","Philadelphia","",416,2,0.00481,1.288,416
"bbc.com","video","Tablet","Houston","",357,1,0.00280,0.750,357
"weather.com","video","Connected TV","Miami","",374,0,0.00000,0.000,374
"foxnews.com","native","Mobile/Tablet","New York","",375,1,0.00267,0.714,375
"people.com","video","Connected Device","New York","",368,1,0.00272,0.728,368
"cnet.com","native","Phone","Miami","",364,1,0.00275,0.736,364
"variety.com","native","Tablet","Denver","",366,0,0.00000,0.000,366
"theverge.com","video","Mobile/Tablet","Chicago","",405,0,0.00000,0.000,405
"tmz.com","native","Set Top Box","Miami","",365,1,0.00274,0.734,365
"weather.com","video","Phone","Los Angeles","",378,5,0.01323,3.544,378
"espn.com","native","Personal Computer","New York","",339,1,0.00295,0.790,339
"people.com","native","Phone","Houston","",375,4,0.01067,2.857,375
"cnet.com","native","Connected Device","Denver","",381,0,0.00000,0.000,381
"buzzfeed.com","video","Mobile/Tablet","Dallas-Ft. Worth","",371,0,0.00000,0.000,371
"foxnews.com","native","Tablet","Miami","",401,0,0.00000,0.000,401
"people.com","native","Set Top Box","Dallas-Ft. Worth","",332,2,0.00602,1.614,332
"people.com","video","Set Top Box","Phoenix","",413,2,0.00484,1.297,413
"people.com","native","Tablet","Houston","",336,2,0.00595,1.594,336
"tmz.com","video","Connected Device","Phoenix","",364,1,0.00275,0.736,364
"espn.com","native","Set Top Box","Denver","",403,0,0.00000,0.000,403
"forbes.com","native","Personal Computer","Atlanta","",369,1,0.00271,0.726,369
"foxnews.com","native","Personal Computer","New York","",393,3,0.00763,2.045,393
"weather.com","banner","Phone","Denver","",786,3,0.00382,1.023,786
"forbes.com","banner","Tablet","Denver","",784,3,0.00383,1.025,784
"people.com","native","Connected TV","Phoenix","",398,3,0.00754,2.019,398
"washingtonpost.com","video","Tablet","Houston","",394,3,0.00761,2.040,394
"variety.com","banner","Set Top Box","Philadelphia","",769,2,0.00260,0.697,769
"techcrunch.com","video","Phone","Phoenix","",397,2,0.00504,1.350,397
"forbes.com","video","Personal Computer","Philadelphia","",397,2,0.00504,1.350,397
"forbes.com","native","Mobile/Tablet","Phoenix","",363,1,0.00276,0.738,363
"tmz.com","video","Connected TV","Philadelphia","",365,3,0.00822,2.202,365
"tmz.com","video","Tablet","Denver","",373,2,0.00536,1.436,373
"foxnews.com","banner","Connected TV","Chicago","",841,3,0.00357,0.956,841
"variety.com","native","Tablet","New York","",405,1,0.00247,0.661,405
"cnet.com","native","Set Top Box","Dallas-Ft. Worth","",393,2,0.00509,1.363,393
"espn.com","video","Mobile/Tablet","Atlanta","",386,3,0.00777,2.082,386
"foxnews.com","video","Personal Computer","Dallas-Ft. Worth","",395,0,0.00000,0.000,395
"forbes.com","video","Connected Device","New York","",367,0,0.00000,0.000,367
"cnet.com","video","Set Top Box","Phoenix","",364,1,0.00275,0.736,364
"people.com","native","Phone","Atlanta","",400,0,0.00000,0.000,400
"tmz.com","video","Connected Device","Philadelphia","",352,1,0.00284,0.761,352
"techcrunch.com","banner","Personal Computer","Dallas-Ft. Worth","",768,1,0.00130,0.349,768
"tmz.com","native","Personal Computer","Atlanta","",393,1,0.00255,0.682,393
"nytimes.com","native","Set Top Box","Phoenix","",338,1,0.00296,0.793,338
"tmz.com","native","Set Top Box","Phoenix","",405,1,0.00247,0.661,405
"washingtonpost.com","video","Connected Device","Atlanta","",386,1,0.00259,0.694,386
"theverge.com","native","Connected Device","Los Angeles","",357,0,0.00000,0.000,357
"buzzfeed.com","banner","Mobile/Tablet","New York","",767,3,0.00391,1.048,767
"buzzfeed.com","banner","Set Top Box","Houston","",783,3,0.00383,1.026,783
"tmz.com","banner","Tablet","Atlanta","",787,1,0.00127,0.340,787
"theverge.com","video","Connected TV","Atlanta","",407,1,0.00246,0.658,407
"nytimes.com","banner","Connected Device","Los Angeles","",763,2,0.00262,0.702,763
"cnn.com","video","Tablet","Dallas-Ft. Worth","",405,0,0.00000,0.000,405
"nytimes.com","banner","Personal Computer","Atlanta","",702,4,0.00570,1.526,702
"tmz.com","banner","Personal Computer","Atlanta","",733,2,0.00273,0.731,733
"techcrunch.com","banner","Set Top Box","Los Angeles","",745,1,0.00134,0.359,745
"tmz.com","banner","Connected TV","Philadelphia","",769,5,0.00650,1.742,769
"buzzfeed.com","native","Connected Device","New York","",386,0,0.00000,0.000,386
"theverge.com","native","Connected TV","Phoenix","",374,0,0.00000,0.000,374
"washingtonpost.com","video","Set Top Box","Philadelphia","",342,2,0.00585,1.567,342
"foxnews.com","banner","Set Top Box","Dallas-Ft. Worth","",807,7,0.00867,2.324,807
"nytimes.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",774,2,0.00258,0.692,774
"cnet.com","video","Set Top Box","Philadelphia","",374,2,0.00535,1.433,374
"tmz.com","native","Tablet","Phoenix","",417,1,0.00240,0.642,417
"cnn.com","native","Mobile/Tablet","Los Angeles","",363,0,0.00000,0.000,363
"techcrunch.com","native","Phone","Chicago","",347,1,0.00288,0.772,347
"techcrunch.com","native","Connected Device","Denver","",408,2,0.00490,1.313,408
"cnet.com","video","Connected Device","New York","",353,0,0.00000,0.000,353
"foxnews.com","banner","Connected TV","Houston","",719,6,0.00835,2.235,719
"variety.com","banner","Tablet","New York","",760,0,0.00000,0.000,760
"bbc.com","native","Mobile/Tablet","Philadelphia","",382,2,0.00524,1.403,382
"theverge.com","video","Set Top Box","Dallas-Ft. Worth","",375,3,0.00800,2.143,375
"variety.com","banner","Mobile/Tablet","Atlanta","",800,5,0.00625,1.674,800
"nytimes.com","video","Set Top Box","Miami","",350,3,0.00857,2.296,350
"espn.com","native","Set Top Box","Houston","",370,5,0.01351,3.620,370
"tmz.com","video","Connected Device","Atlanta","",391,1,0.00256,0.685,391
"foxnews.com","banner","Connected Device","Houston","",790,2,0.00253,0.678,790
"buzzfeed.com","banner","Set Top Box","Dallas-Ft. Worth","",722,3,0.00416,1.113,722
"techcrunch.com","banner","Phone","Denver","",755,3,0.00397,1.065,755
"buzzfeed.com","native","Connected Device","Phoenix","",397,4,0.01008,2.699,397
"weather.com","video","Connected Device","Dallas-Ft. Worth","",359,2,0.00557,1.492,359
"washingtonpost.com","native","Phone","Houston","",398,1,0.00251,0.673,398
"weather.com","native","Tablet","Chicago","",426,2,0.00470,1.258,426
"bbc.com","native","Phone","Los Angeles","",415,0,0.00000,0.000,415
"forbes.com","video","Mobile/Tablet","New York","",371,3,0.00809,2.166,371
"techcrunch.com","banner","Tablet","Philadelphia","",738,4,0.00542,1.452,738
"washingtonpost.com","banner","Set Top Box","Atlanta","",762,0,0.00000,0.000,762
"bbc.com","banner","Mobile/Tablet","Los Angeles","",753,5,0.00664,1.779,753
"nytimes.com","video","Tablet","Chicago","",386,1,0.00259,0.694,386
"variety.com","video","Set Top Box","Houston","",391,1,0.00256,0.685,391
"bbc.com","video","Personal Computer","Philadelphia","",415,2,0.00482,1.291,415
"foxnews.com","native","Connected Device","New York","",397,0,0.00000,0.000,397
"cnet.com","native","Set Top Box","Miami","",401,1,0.00249,0.668,401
"bbc.com","native","Connected TV","Houston","",415,2,0.00482,1.291,415
"people.com","banner","Mobile/Tablet","Philadelphia","",733,3,0.00409,1.096,733
"cnet.com","video","Mobile/Tablet","Philadelphia","",367,0,0.00000,0.000,367
"bbc.com","native","Phone","Dallas-Ft. Worth","",377,2,0.00531,1.421,377
"buzzfeed.com","native","Set Top Box","Philadelphia","",394,2,0.00508,1.360,394
"foxnews.com","banner","Phone","Houston","",789,2,0.00254,0.679,789
"theverge.com","native","Connected Device","Chicago","",392,1,0.00255,0.683,392
"espn.com","native","Personal Computer","Chicago","",371,3,0.00809,2.166,371
"people.com","video","Connected TV","Dallas-Ft. Worth","",390,2,0.00513,1.374,390
"cnn.com","native","Connected TV","New York","",389,3,0.00771,2.066,389
"bbc.com","video","Connected Device","Atlanta","",381,0,0.00000,0.000,381
"washingtonpost.com","banner","Mobile/Tablet","Phoenix","",703,5,0.00711,1.905,703
"tmz.com","video","Personal Computer","Los Angeles","",393,1,0.00255,0.682,393
"bbc.com","video","Mobile/Tablet","New York","",353,2,0.00567,1.518,353
"tmz.com","video","Tablet","Houston","",384,4,0.01042,2.791,384
"weather.com","banner","Tablet","Dallas-Ft. Worth","",780,6,0.00769,2.061,780
"cnn.com","video","Set Top Box","Dallas-Ft. Worth","",400,0,0.00000,0.000,400
"buzzfeed.com","banner","Connected TV","Atlanta","",808,5,0.00619,1.658,808
"espn.com","video","Set Top Box","Los Angeles","",403,3,0.00744,1.994,403
"cnn.com","native","Connected TV","Denver","",380,2,0.00526,1.410,380
"nytimes.com","native","Set Top Box","Chicago","",415,1,0.00241,0.646,415
"variety.com","native","Personal Computer","Phoenix","",388,1,0.00258,0.690,388
"forbes.com","native","Phone","Atlanta","",367,0,0.00000,0.000,367
"washingtonpost.com","video","Phone","Dallas-Ft. Worth","",421,0,0.00000,0.000,421
"cnn.com","native","Connected Device","Denver","",385,0,0.00000,0.000,385
"espn.com","native","Personal Computer","Philadelphia","",383,3,0.00783,2.098,383
"techcrunch.com","banner","Set Top Box","Philadelphia","",763,1,0.00131,0.351,763
"theverge.com","native","Set Top Box","Denver","",379,1,0.00264,0.707,379
"foxnews.com","video","Connected TV","Los Angeles","",394,4,0.01015,2.720,394
"theverge.com","banner","Mobile/Tablet","Chicago","",794,5,0.00630,1.687,794
"forbes.com","native","Set Top Box","Houston","",372,0,0.00000,0.000,372
"people.com","native","Connected TV","Houston","",380,3,0.00790,2.115,380
"people.com","native","Personal Computer","Phoenix","",396,3,0.00758,2.029,396
"theverge.com","banner","Personal Computer","Philadelphia","",727,7,0.00963,2.579,727
"nytimes.com","video","Connected Device","Los Angeles","",361,1,0.00277,0.742,361
"nytimes.com","video","Connected TV","Philadelphia","",376,5,0.01330,3.562,376
"bbc.com","banner","Set Top Box","Houston","",780,1,0.00128,0.343,780
"cnn.com","banner","Connected Device","Miami","",772,3,0.00389,1.041,772
"cnet.com","video","Mobile/Tablet","Houston","",370,2,0.00541,1.448,370
"techcrunch.com","banner","Connected Device","Los Angeles","",755,2,0.00265,0.710,755
"nytimes.com","banner","Mobile/Tablet","Los Angeles","",738,3,0.00407,1.089,738
"nytimes.com","native","Tablet","Denver","",340,0,0.00000,0.000,340
"nytimes.com","banner","Mobile/Tablet","Miami","",749,3,0.00401,1.073,749
"nytimes.com","banner","Connected Device","Atlanta","",735,2,0.00272,0.729,735
"buzzfeed.com","banner","Connected Device","Phoenix","",769,2,0.00260,0.697,769
"espn.com","banner","Phone","Phoenix","",780,4,0.00513,1.374,780
"theverge.com","native","Connected TV","Dallas-Ft. Worth","",401,4,0.00998,2.672,401
"techcrunch.com","native","Connected Device","Los Angeles","",372,1,0.00269,0.720,372
"variety.com","native","Phone","Houston","",407,0,0.00000,0.000,407
"people.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",770,5,0.00649,1.740,770
"foxnews.com","banner","Connected Device","New York","",800,3,0.00375,1.005,800
"bbc.com","banner","Connected TV","Phoenix","",745,2,0.00269,0.719,745
"foxnews.com","video","Phone","Dallas-Ft. Worth","",382,3,0.00785,2.104,382
"forbes.com","video","Connected Device","Houston","",372,3,0.00807,2.160,372
"washingtonpost.com","native","Mobile/Tablet","Atlanta","",390,5,0.01282,3.435,390
"variety.com","banner","Set Top Box","Houston","",724,0,0.00000,0.000,724
"nytimes.com","native","Connected TV","Atlanta","",392,3,0.00765,2.050,392
"foxnews.com","native","Set Top Box","Denver","",398,0,0.00000,0.000,398
"espn.com","video","Tablet","Atlanta","",377,1,0.00265,0.711,377
"people.com","video","Connected Device","Chicago","",402,2,0.00498,1.333,402
"tmz.com","banner","Connected TV","Chicago","",741,6,0.00810,2.169,741
"bbc.com","video","Personal Computer","Dallas-Ft. Worth","",392,0,0.00000,0.000,392
"tmz.com","video","Set Top Box","Phoenix","",371,1,0.00270,0.722,371
"nytimes.com","banner","Tablet","Phoenix","",758,4,0.00528,1.414,758
"nytimes.com","video","Tablet","Dallas-Ft. Worth","",390,0,0.00000,0.000,390
"cnet.com","banner","Personal Computer","Phoenix","",768,3,0.00391,1.046,768
"variety.com","native","Mobile/Tablet","Miami","",367,3,0.00817,2.190,367
"theverge.com","video","Connected TV","Phoenix","",396,0,0.00000,0.000,396
"espn.com","banner","Personal Computer","Atlanta","",763,2,0.00262,0.702,763
"forbes.com","video","Phone","New York","",417,2,0.00480,1.285,417
"forbes.com","banner","Tablet","Phoenix","",728,2,0.00275,0.736,728
"nytimes.com","video","Connected Device","New York","",347,1,0.00288,0.772,347
"techcrunch.com","banner","Mobile/Tablet","Phoenix","",730,1,0.00137,0.367,730
"techcrunch.com","native","Mobile/Tablet","Atlanta","",373,1,0.00268,0.718,373
"nytimes.com","native","Personal Computer","Denver","",373,1,0.00268,0.718,373
"nytimes.com","native","Connected Device","Miami","",393,1,0.00255,0.682,393
"bbc.com","native","Set Top Box","Houston","",404,0,0.00000,0.000,404
"variety.com","video","Connected Device","Phoenix","",386,1,0.00259,0.694,386
"bbc.com","banner","Connected Device","Denver","",721,2,0.00277,0.743,721
"cnn.com","banner","Personal Computer","Miami","",787,3,0.00381,1.021,787
"cnet.com","video","Connected Device","Los Angeles","",376,0,0.00000,0.000,376
"buzzfeed.com","native","Connected Device","Dallas-Ft. Worth","",360,1,0.00278,0.744,360
"people.com","banner","Tablet","Philadelphia","",782,2,0.00256,0.685,782
"theverge.com","banner","Mobile/Tablet","Atlanta","",740,7,0.00946,2.534,740
"foxnews.com","video","Mobile/Tablet","Phoenix","",406,1,0.00246,0.660,406
"foxnews.com","banner","Connected Device","Los Angeles","",740,0,0.00000,0.000,740
"cnn.com","native","Personal Computer","Philadelphia","",366,0,0.00000,0.000,366
"weather.com","native","Tablet","Los Angeles","",407,2,0.00491,1.316,407
"tmz.com","banner","Connected Device","Los Angeles","",802,1,0.00125,0.334,802
"techcrunch.com","banner","Phone","Miami","",785,2,0.00255,0.683,785
"cnn.com","native","Connected TV","Chicago","",374,2,0.00535,1.433,374
"forbes.com","video","Connected TV","Dallas-Ft. Worth","",364,3,0.00824,2.208,364
"nytimes.com","video","Connected TV","Phoenix","",384,0,0.00000,0.000,384
"forbes.com","banner","Phone","Miami","",735,4,0.00544,1.458,735
"cnn.com","video","Mobile/Tablet","Houston","",390,1,0.00256,0.687,390
"cnet.com","native","Set Top Box","Atlanta","",382,2,0.00524,1.403,382
"tmz.com","native","Phone","Philadelphia","",412,1,0.00243,0.650,412
"foxnews.com","native","Tablet","Houston","",410,1,0.00244,0.653,410
"variety.com","banner","Personal Computer","Atlanta","",768,2,0.00260,0.698,768
"cnet.com","banner","Connected Device","Houston","",784,1,0.00128,0.342,784
"techcrunch.com","video","Personal Computer","Philadelphia","",354,2,0.00565,1.514,354
"forbes.com","native","Set Top Box","Phoenix","",357,1,0.00280,0.750,357
"cnn.com","native","Connected TV","Dallas-Ft. Worth","",390,3,0.00769,2.061,390
"theverge.com","banner","Set Top Box","Miami","",761,9,0.01183,3.168,761
"bbc.com","native","Mobile/Tablet","Chicago","",366,3,0.00820,2.196,366
"techcrunch.com","native","Connected TV","Philadelphia","",378,1,0.00265,0.709,378
"cnet.com","native","Personal Computer","Dallas-Ft. Worth","",357,1,0.00280,0.750,357
"techcrunch.com","banner","Connected Device","New York","",722,1,0.00139,0.371,722
"forbes.com","video","Mobile/Tablet","Denver","",387,0,0.00000,0.000,387
"espn.com","native","Connected TV","Dallas-Ft. Worth","",362,2,0.00553,1.480,362
"techcrunch.com","native","Personal Computer","Atlanta","",377,1,0.00265,0.711,377
"nytimes.com","video","Connected TV","Chicago","",368,4,0.01087,2.912,368
"theverge.com","banner","Tablet","New York","",775,1,0.00129,0.346,775
"cnn.com","native","Connected Device","Chicago","",388,0,0.00000,0.000,388
"weather.com","video","Connected TV","Phoenix","",364,3,0.00824,2.208,364
"variety.com","banner","Connected TV","Chicago","",789,2,0.00254,0.679,789
"foxnews.com","banner","Mobile/Tablet","Atlanta","",753,2,0.00266,0.711,753
"espn.com","banner","Mobile/Tablet","New York","",765,4,0.00523,1.401,765
"variety.com","banner","Connected TV","Denver","",773,7,0.00906,2.426,773
"tmz.com","video","Set Top Box","Los Angeles","",387,2,0.00517,1.384,387
"foxnews.com","native","Connected TV","Philadelphia","",385,1,0.00260,0.696,385
"foxnews.com","native","Tablet","Denver","",357,1,0.00280,0.750,357
"washingtonpost.com","banner","Personal Computer","Phoenix","",757,3,0.00396,1.062,757
"forbes.com","video","Phone","Atlanta","",371,2,0.00539,1.444,371
"espn.com","video","Connected Device","Miami","",387,1,0.00258,0.692,387
"bbc.com","native","Tablet","Atlanta","",376,2,0.00532,1.425,376
"foxnews.com","native","Connected Device","Houston","",392,2,0.00510,1.367,392
"people.com","native","Connected TV","Los Angeles","",366,3,0.00820,2.196,366
"cnet.com","native","Connected TV","Houston","",368,3,0.00815,2.184,368
"people.com","banner","Mobile/Tablet","Los Angeles","",741,4,0.00540,1.446,741
"people.com","banner","Personal Computer","Philadelphia","",771,5,0.00649,1.737,771
"weather.com","banner","Personal Computer","Phoenix","",789,5,0.00634,1.698,789
"bbc.com","banner","Set Top Box","Chicago","",786,2,0.00255,0.682,786
"variety.com","banner","Set Top Box","Los Angeles","",743,0,0.00000,0.000,743
"washingtonpost.com","banner","Set Top Box","Phoenix","",771,1,0.00130,0.347,771
"variety.com","banner","Tablet","Chicago","",774,5,0.00646,1.731,774
"cnn.com","video","Connected TV","Atlanta","",395,2,0.00506,1.356,395
"people.com","video","Connected TV","Houston","",378,1,0.00265,0.709,378
"foxnews.com","banner","Tablet","Los Angeles","",759,3,0.00395,1.059,759
"cnet.com","video","Connected Device","Houston","",370,0,0.00000,0.000,370
"tmz.com","video","Personal Computer","Dallas-Ft. Worth","",379,1,0.00264,0.707,379
"bbc.com","native","Connected Device","Los Angeles","",382,0,0.00000,0.000,382
"washingtonpost.com","video","Personal Computer","Denver","",376,0,0.00000,0.000,376
"forbes.com","native","Mobile/Tablet","Dallas-Ft. Worth","",392,1,0.00255,0.683,392
"espn.com","native","Set Top Box","Miami","",405,2,0.00494,1.323,405
"tmz.com","video","Set Top Box","Atlanta","",380,0,0.00000,0.000,380
"foxnews.com","banner","Mobile/Tablet","Los Angeles","",820,7,0.00854,2.287,820
"bbc.com","banner","Personal Computer","Los Angeles","",768,2,0.00260,0.698,768
"variety.com","native","Set Top Box","New York","",379,0,0.00000,0.000,379
"bbc.com","video","Mobile/Tablet","Miami","",413,1,0.00242,0.649,413
"weather.com","video","Connected Device","Chicago","",361,2,0.00554,1.484,361
"theverge.com","video","Phone","Houston","",373,2,0.00536,1.436,373
"espn.com","video","Connected TV","Dallas-Ft. Worth","",355,0,0.00000,0.000,355
"cnet.com","video","Connected TV","Miami","",381,1,0.00263,0.703,381
"tmz.com","native","Set Top Box","Los Angeles","",373,1,0.00268,0.718,373
"techcrunch.com","video","Mobile/Tablet","Phoenix","",350,2,0.00571,1.531,350
"techcrunch.com","video","Mobile/Tablet","Dallas-Ft. Worth","",376,3,0.00798,2.137,376
"people.com","banner","Phone","Miami","",719,5,0.00695,1.863,719
"espn.com","native","Connected Device","Chicago","",385,0,0.00000,0.000,385
"nytimes.com","banner","Tablet","Chicago","",743,3,0.00404,1.082,743
"techcrunch.com","video","Mobile/Tablet","Houston","",403,1,0.00248,0.665,403
"techcrunch.com","video","Set Top Box","New York","",388,2,0.00516,1.381,388
"weather.com","banner","Mobile/Tablet","Phoenix","",729,2,0.00274,0.735,729
"washingtonpost.com","native","Set Top Box","Los Angeles","",369,1,0.00271,0.726,369
"techcrunch.com","video","Connected Device","Philadelphia","",381,0,0.00000,0.000,381
"cnet.com","banner","Connected Device","Atlanta","",733,2,0.00273,0.731,733
"forbes.com","video","Tablet","Chicago","",363,0,0.00000,0.000,363
"cnn.com","video","Personal Computer","Atlanta","",394,1,0.00254,0.680,394
"tmz.com","banner","Set Top Box","Miami","",781,3,0.00384,1.029,781
"forbes.com","banner","Personal Computer","Atlanta","",778,3,0.00386,1.033,778
"tmz.com","video","Phone","Dallas-Ft. Worth","",373,0,0.00000,0.000,373
"espn.com","video","Set Top Box","Houston","",393,2,0.00509,1.363,393
"variety.com","video","Mobile/Tablet","Philadelphia","",340,1,0.00294,0.788,340
"people.com","banner","Personal Computer","Phoenix","",797,7,0.00878,2.353,797
"buzzfeed.com","video","Connected Device","Philadelphia","",401,1,0.00249,0.668,401
