"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","FIRST_VISIT_DATE","TOTAL_VISITS","TOTAL_VISITORS","CONTACT_EMAIL_SHA256"
"prime-inc.com","Prime Inc","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-09-15",3,1,"63874e8423d5131f238b26c73419b056e559248be28f706380325dffb93ad0a2"
"peak-net.com","Peak Net","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-07-03",1,1,"aa6f596cafd3feb0672b85898b6e2eb7dfadb2cbc5c7c1b998d2c1fb973a674f"
"bright-corp.com","Bright Corp","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-09-19",14,11,"f45c23ab283bb10ebd818fe85e2a24ae74389cee47be4cebfad99eba25f1a4a9"
"core-tech.com","Core Tech","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-08-27",88,5,"01503c809ee0acefda54c74d281c28f8f50ea734afa0a1b6e6cd877969e41778"
"stellar-corp.com","Stellar Corp","Construction","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-23",3,1,"30a118abb9cdc5da6911637d08a01a4819e23309eb396f78b005d6788f372dc9"
"atlas-digital.com","Atlas Digital","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-30",22,3,"8c81a34b750dadd8bc8b2d452a49f0a68c653e1b307c9e0f8db2aebc3ad283f8"
"apex-group.com","Apex Group","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-09",2,1,""
"stellar-works.com","Stellar Works","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-01",4,1,""
"cyber-corp.com","Cyber Corp","Food & Beverages","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-08-03",2,1,"18805104c5b3471c2ce345492723860d4808ec3d809b26d18c0f59d88033d883"
"apex-data.com","Apex Data","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-04-25",74,10,"ce0a0cea0ed95d9a8ef797bd19f118d8e555a7a1ddbb7a47da98aabaa922be01"
"smart-systems.com","Smart Systems","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-05-05",28,16,""
"cyber-solutions.com","Cyber Solutions","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-04-19",1,1,""
"swift-inc.com","Swift Inc","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Opportunity","2026-07-31",73,11,"c96964a92dbca3c537a328b656e5f7ab20fa60d7c415de7d129e5dbfddf3f715"
"acme-systems.com","Acme Systems","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-06-05",5,3,"5ec6e0382a6bd02a9a1b00c5bf9d80f28dc73d99f2308cf0799a2dcd7310ce10"
"nova-data.com","Nova Data","Entertainment","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-07-24",18,6,""
"cyber-media.com","Cyber Media","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-24",3,1,"442e00f9179e0ae2ee6b0373a567fa7bdbb1e35e198796eb9e60f9c4ed0d86f8"
"prime-group.com","Prime Group","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-07-06",4,1,"0a0e04fa58b3a5a9659ceb493f9b6ac1769f737979e0a21afac4da9e919adbd1"
"bright-io.com","Bright Io","Automotive","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-03",13,4,"864c0e0128e2306c9733db37b736088acc52203fe3aa2118c4e3e8102eafecd7"
"swift-labs.com","Swift Labs","Insurance","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-22",4,1,""
"nexus-labs.com","Nexus Labs","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-09-09",1,1,"b46ff7902afd8e5244202ff7b0a6dfa37fd556521c22422558603dbd704837c0"
"swift-hub.com","Swift Hub","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-04-05",2,1,""
"prime-cloud.com","Prime Cloud","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-05-19",58,9,"3e72340d50004ee9e97c640a0dc0789b649457fc55b86ce2b1bc76be7d795751"
"stellar-solutions.com","Stellar Solutions","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-04-04",75,9,"1604ff2c22792b4d0e275cd184ef0ebb6a8855c3e41e7e70195354fcddea4a49"
"smart-corp.com","Smart Corp","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-05-27",21,6,""
"bright-group.com","Bright Group","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-06-17",18,3,"fc23aa8194db639078a2903f2a5d80998c2e8a4b714eff0a4a7c2b39df3e9d0c"
"iron-hub.com","Iron Hub","Real Estate","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-27",4,1,"416f09d0c48bf88f72d2c868093f74abb8a2d764770ffc7c791b1fdd64c15a86"
"swift-inc.com","Swift Inc","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","Opportunity","2026-05-15",125,47,""
"swift-works.com","Swift Works","E-Learning","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-07-29",3,1,"4464a2caf862f31a680d37baf0b680067d44c3051cd4f5916ff396307313154b"
"peak-inc.com","Peak Inc","Automotive","XXLarge ($1B+)","XXLarge (10,000+)","Aware","2026-07-02",10,2,"7beb7f43f979e6469563d86c1698eb44f098ac4034156c5e430e574cd79e0f98"
"smart-io.com","Smart Io","Education Management","Micro ($0-$1MM)","Small (10-49)","MQL","2026-07-04",105,9,"e339f98c44142be1ad90dd122f1dfa49d943e548553f2d32a7e72ec8afb5119a"
"peak-net.com","Peak Net","Legal Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-08-24",52,26,""
"blue-labs.com","Blue Labs","Financial Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-04-30",2,1,"d939a3b6a29df75ad75d8f13c7f20425ff9334a0f82544109f7e9c8ca0d81fc7"
"peak-net.com","Peak Net","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-08",5,1,"5fb1a2dfad0d1eae150d078fd58ab8197e2fc9f0ffc5ae7c01ca69cf0b1ca58e"
"green-corp.com","Green Corp","Legal Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged","2026-08-13",19,12,"41a9def0287ca9ae86747204f3f4189b70e7eb10e41f9ec693d0cf73fbc2fd6c"
"smart-hub.com","Smart Hub","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","MQL","2026-09-21",76,20,"dd9c1d862bc87a2a6b71d6574152e463eb54bac9779b9eb7b779e2f0024b4d7b"
"acme-corp.com","Acme Corp","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-09-16",137,15,"094b70a6b4a3577e83988711ace958ce9c48471326ea744929809bcadb498a8d"
"core-io.com","Core Io","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-08-05",100,7,"2b9c6c2b2e5f9b5f5b06001bafacca230d6017915b00ce2dac86a5152b68432d"
"blue-digital.com","Blue Digital","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-08-12",4,1,""
"iron-works.com","Iron Works","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-08-27",3,3,"4725a00bf159065204a9bc87e2e439fb44884df8f3364eedb179c57603a1c962"
"cyber-tech.com","Cyber Tech","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-08",1,1,"f0d0456a6d9151d9f73b747d8cc79bfc3509211dff623954f8903178af8cc286"
"peak-works.com","Peak Works","Automotive","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-03-28",9,3,"33b66cdaa524b2d91c9a0ee4f1484cacd64e59185747988a9f6f1a19e93b6093"
"clear-digital.com","Clear Digital","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-16",17,4,"53fba6f182fe3f8b5d87a3624684868c51d544efe8e24271f8e9b84dd3eae471"
"clear-net.com","Clear Net","Insurance","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-07-26",2,1,""
"clear-solutions.com","Clear Solutions","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-09-06",17,5,""
"green-solutions.com","Green Solutions","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-21",1,1,""
"rapid-media.com","Rapid Media","Education Management","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware","2026-04-18",13,5,""
"global-io.com","Global Io","Food & Beverages","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged","2026-04-06",104,15,""
"prime-works.com","Prime Works","Entertainment","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-08-06",4,2,"254113d79d3b5a8dac745ab2108a7d7d7aecce788c7ac07a97d4657c035f60bc"
"peak-labs.com","Peak Labs","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-04-27",196,6,"a9fb77af40b0a5d6ef1523f84ba6555d46c4c729fa1407b1b8380bd24caad865"
"rapid-cloud.com","Rapid Cloud","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware","2026-04-24",19,5,""
"clear-labs.com","Clear Labs","Automotive","Micro ($0-$1MM)","Small (10-49)","Aware","2026-06-22",13,3,"8a585a722de9839e66c23d2c8b5597e2c2fee53a31e5d779df0ddad39b56b3f7"
"cyber-media.com","Cyber Media","Construction","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-13",7,6,""
"rapid-media.com","Rapid Media","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-07-03",20,5,""
"core-tech.com","Core Tech","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-09-10",3,1,"35cc0fdb8d799f7848d9a75c1ced0ff5747107f5e344bb04e5931a4cc42ce8a8"
"vertex-io.com","Vertex Io","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-06-04",11,3,"bf763719101baa6c71f980201cce51f5cecf60cc21bbcee720a94cbc1809b07e"
"bright-systems.com","Bright Systems","Education Management","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-05-31",2,1,"02ed9824b2bb52815b4073754518cb6b48672ee7b4789112e8b5eb9b656fb8ed"
"acme-media.com","Acme Media","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-09-09",4,1,"b72eef80c8da5c863df96c93db31fc0c5efb195422662ce842196e3ea1d978e7"
"iron-systems.com","Iron Systems","Insurance","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity","2026-08-03",244,16,"f0ae05a2f29d4952323653413e6b8f4105177fe42a0d2b1d0b58ca96b7e854fb"
"cyber-data.com","Cyber Data","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-06-30",2,1,"82ecd4396237728251aa75ed1bfea825378bc33d68d1e08d17c24c6dad56920a"
"green-hub.com","Green Hub","Management Consulting","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-08-20",3,1,"fd30dcce4d7a45b5843013c2deee6e84ab924a5cf4d7c5175c984277997602fa"
"bright-hub.com","Bright Hub","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-04-28",5,1,""
"nexus-io.com","Nexus Io","Insurance","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-04-15",2,1,""
"smart-hub.com","Smart Hub","Food & Beverages","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-04-17",43,16,""
"swift-group.com","Swift Group","Logistics and Supply Chain","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-03-29",77,5,"ff664079920d27af4f6eb67aac06f7ace3f0f12af6af925dc3669a6c9d274099"
"rapid-cloud.com","Rapid Cloud","Retail","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware","2026-04-06",21,5,""
"swift-digital.com","Swift Digital","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-04-08",188,26,""
"cyber-io.com","Cyber Io","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-20",21,3,"027efbd3c88fd3fe4c294eadea6504cef36125ff0240ce63009dcc75e4e5515c"
"peak-digital.com","Peak Digital","Health, Wellness and Fitness","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-05-14",4,1,""
"vertex-hub.com","Vertex Hub","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-09-02",5,1,""
"apex-inc.com","Apex Inc","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-06-24",62,17,""
"stellar-tech.com","Stellar Tech","Legal Services","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-04-14",1,1,"56a418ef78a780ca55aaf794e461940cfa3b54ef88ad5b1e87933749f45bf37e"
"smart-systems.com","Smart Systems","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-03",3,1,"da557c26a82df291ce418e3d06c2fd6da224182a30bbd9d579c86c7c7553ef4f"
"green-tech.com","Green Tech","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-07-30",2,1,""
"iron-works.com","Iron Works","Entertainment","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-07-24",44,5,"9e528b67c6bbc12419143d7d7b29ffcf1f6593132695eba0ef1c64ba26ddd6ab"
"vertex-hub.com","Vertex Hub","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-06-09",36,9,"3ff636cd6032283a8b5a93d04ab41a0fe3f698edfd886251532fd3b9d248b47d"
"atlas-labs.com","Atlas Labs","Legal Services","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware","2026-04-05",6,4,"a0eab4167fffe1edc806e075991e8c72b014c6dca1b2a168ce10bc0e0afb407b"
"swift-corp.com","Swift Corp","Telecommunications","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-07-05",67,18,""
"iron-tech.com","Iron Tech","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-09-11",19,5,""
"acme-media.com","Acme Media","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Opportunity","2026-04-30",169,26,"1efb14686711ddab6a8a9c9ba9a3db042beb969987bb0994b9c7aa6bc38e40e3"
"peak-labs.com","Peak Labs","Health, Wellness and Fitness","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-05-18",9,2,"3a66feacb549ce398e9b99bd241871c78c8676e20351fc7b64a33bd4906bdb76"
"global-tech.com","Global Tech","E-Learning","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-08-11",1,1,""
"green-group.com","Green Group","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-06-23",1,1,"b14dd46c1eb13e919f55c55025c4d0042f047a317f04982f6c0f5d6ab1eff84c"
"rapid-cloud.com","Rapid Cloud","Retail","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-05-30",1,1,""
"prime-labs.com","Prime Labs","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-07-08",1,1,"15bbcfe6ccf5178f36379ef52b3fa3af2b05bf50db95a843d809ffc8704337c3"
"iron-systems.com","Iron Systems","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-22",17,5,""
"cyber-net.com","Cyber Net","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-05-11",13,5,""
"smart-solutions.com","Smart Solutions","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity","2026-05-30",366,13,"71251a02cbc008d720a2f4bb9bb3e0a4014b456c62865866e44ba43f785f2cb1"
"rapid-cloud.com","Rapid Cloud","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-04-02",2,1,"b8ba4bed98f4485acd3f919a1a5afc9950a9464f726e6cbe3aba0ac0aa5fbee8"
"atlas-cloud.com","Atlas Cloud","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-15",1,1,""
"iron-data.com","Iron Data","Food & Beverages","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-05-18",26,11,"ab2bc61c6841ad414e53c9c6c6b1e6c736e6ce40427cc2000a8fa73912342cda"
"iron-labs.com","Iron Labs","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-03-30",5,1,"44df37d957ee407aefb2ddaf108aaa9112205b277818be98d2a775c4167929ab"
"global-solutions.com","Global Solutions","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-05-22",50,3,"36132b4d1d3410fa37c717328c9f55effcc254568bc1403da362364671ee8de1"
"cyber-cloud.com","Cyber Cloud","E-Learning","Micro ($0-$1MM)","Small (10-49)","Opportunity","2026-08-27",482,40,""
"iron-data.com","Iron Data","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-07-16",11,10,"72644d3e4c3380c356326e087bc6d3ad8f43bee213cdcffa167324e1d96d9c69"
"peak-digital.com","Peak Digital","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-29",16,4,""
"cyber-hub.com","Cyber Hub","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-08-21",1,1,"506ecb3c5018535caae1d9e3747263ceed22c49429d22edc3725b9d97b38e538"
"apex-io.com","Apex Io","Food & Beverages","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-07-04",10,4,"bede5421fb5f4e29d79a165fbb9336ded198274d3da437feb1e80d55a801c4d4"
"green-tech.com","Green Tech","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-09-07",39,15,""
"cyber-io.com","Cyber Io","E-Learning","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-05-31",5,1,"ee2fb204b0d6916d37c7972f202c04676b7dd2f8752d33365fa108ffa152cb47"
"smart-systems.com","Smart Systems","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-03",3,1,""
"nova-cloud.com","Nova Cloud","Real Estate","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-07-14",52,5,"1858c18a05bfb2d0f0fd5a54dcf5cb855ea38068a74260e03fb350a1f1e22515"
"apex-labs.com","Apex Labs","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-07",5,1,"a1b737d7c5ad92666759841212c2fe42d060f7c4e26895e2c3fa20bb2e2e056c"
"peak-digital.com","Peak Digital","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-06-26",32,12,""
"core-corp.com","Core Corp","Management Consulting","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-04-24",10,2,"c5cd4b8bfd3423b2a7ead449e76cbb2a2fd66d646ea816db53b501daa2f05650"
"stellar-hub.com","Stellar Hub","Insurance","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-07-10",5,4,"69de923713aa637864e6d76ebbea864d603f438efd424bbbd5ff032ca3bcec44"
"acme-solutions.com","Acme Solutions","Retail","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-06-01",5,1,""
"atlas-group.com","Atlas Group","Financial Services","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-07-16",27,8,"9c120c6b14c61f7db4c07b902901edae3366813d1791fc8d91cc56c62fd924c3"
"blue-hub.com","Blue Hub","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-14",64,7,"34c24dabd65314765ba73df391e7de17be19ba3fa4574391f9cad438eb48197c"
"smart-data.com","Smart Data","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-14",4,1,""
"blue-hub.com","Blue Hub","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-05-28",16,4,""
"global-systems.com","Global Systems","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-05-23",8,3,"072ef74a21d619b13fc3003f9bbbce682210b2e080a8fdaabc07385adeebc5f7"
"vertex-tech.com","Vertex Tech","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL","2026-08-18",173,24,""
"clear-corp.com","Clear Corp","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-08-04",25,4,"035e4e02716b4d5e996f5c1b9440e4fcf1e00c0299f4d93b6c19c0a7321bd401"
"iron-cloud.com","Iron Cloud","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-12",4,1,"61fcd02a3c833def969f6fc399d3a2a2006dabea40551c802729c7a37d008910"
"cyber-media.com","Cyber Media","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-05-31",4,1,"65c47fa7124ea254aa0b50266dd34193d8c7adc1f8ede9994bc1f6a56ca36633"
"blue-tech.com","Blue Tech","Retail","XLarge ($200MM-$1B)","Large (1,000-4,999)","MQL","2026-05-22",124,24,""
"blue-net.com","Blue Net","Automotive","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-08-14",100,16,""
"acme-solutions.com","Acme Solutions","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-01",15,1,"f94c9a6945855a3e5b0221fe4502850cd4c32686b56a3b696eefa97497006c78"
"atlas-labs.com","Atlas Labs","Real Estate","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-05-08",101,12,"59ebb993d25663248ac5cd29d5f7d967a558cff69ec0f09ec4612108f0798fb1"
"nexus-cloud.com","Nexus Cloud","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Engaged","2026-06-15",87,6,"b42d8f47f6486e68784f823f3c98ef2973257bdce4b4caa01e69dfdf7adeadc0"
"atlas-digital.com","Atlas Digital","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-06-17",1,1,"c86c6cb3cd3146f399f7b6073343bd8f0e3f5c648c1479f93e8813790768e7b3"
"cyber-group.com","Cyber Group","Hospital & Health Care","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL","2026-03-28",49,5,"66dcc56ef8f791c3d273e46a5f97a32dcaa95cf4b43ec963c5692343c7fbae71"
"swift-hub.com","Swift Hub","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-09-04",5,1,"77927fddc7468837c6664159c6563d577ea690da2fb8244a2e98a074605969c4"
"iron-works.com","Iron Works","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-11",3,1,""
"iron-group.com","Iron Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL","2026-08-24",52,10,"72d5bf20d12e24886f0e233def982685b8c2de503c6a8c7d6258f6609b06d934"
"green-systems.com","Green Systems","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Engaged","2026-09-21",91,10,"ccef501abd581fa5d18ef5565f3e45c1c0110b9a9b06f3c504482889bbb58d71"
"green-tech.com","Green Tech","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-06-30",3,4,""
"core-tech.com","Core Tech","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-16",2,1,"31d35a3e2cc0ba3843f24e9e14280d0cb0677b3124bbb37b36a04445585444f7"
"atlas-digital.com","Atlas Digital","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-08",75,6,"c18f094c75a75aa0eacf37b31b11e0418b05cb2724ef547d1ac0ac38155441b7"
"rapid-cloud.com","Rapid Cloud","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-05-10",16,1,"1e440ec403479081af210e8b8f146c67ef7452a710bfb9f6c51bd1da55593465"
"swift-hub.com","Swift Hub","Hospital & Health Care","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware","2026-04-09",17,3,"532a1d912428707faba727c05e9b9fbdb6f385d694f73699b3c3d044b1e611dc"
"green-hub.com","Green Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-05-12",4,1,""
"core-systems.com","Core Systems","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-18",15,2,"1badaef7b3c690475e39f3647e53e464baa7240867fe9ff72da969a3d1b298c5"
"iron-net.com","Iron Net","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-07-25",4,1,"3ca2c9f23dca65ef02f0a6d72f04d79f2fedf840a480f769f48b5a4d6ddd670e"
"core-corp.com","Core Corp","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-19",2,1,"aea36bd4f176f34fc555e165be58bcf9a309a0302d462a7eb987ca2c3a06a340"
"prime-systems.com","Prime Systems","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-08-21",3,1,"7e89e7d003bc9e96674f658e5699e6b63ed002920e88a77b2c79b343ce2b0ce2"
"prime-systems.com","Prime Systems","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-07-28",2,1,""
"rapid-media.com","Rapid Media","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-20",3,1,""
"global-labs.com","Global Labs","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-08-12",4,1,""
"apex-digital.com","Apex Digital","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-06",4,1,""
"bright-data.com","Bright Data","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","Aware","2026-08-03",9,5,""
"global-inc.com","Global Inc","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-08-03",73,6,"df3103719bf2e74bc9cb2447e3314a458967285ed31fd0e99ab5e3b78a87b1c7"
"clear-media.com","Clear Media","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-26",4,1,""
"prime-solutions.com","Prime Solutions","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-09-04",3,1,"73eaff3e5df3ab0b52ddf559e4845e94c79cf7ecf6b2151f8f023982cea523f5"
"prime-media.com","Prime Media","Management Consulting","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-09-09",5,1,"068f03e4512884c817d0e630feb7c0e82dfd285b72dc9859b6652959a85e0177"
"bright-io.com","Bright Io","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-09-22",1,1,"cf08eb178df3d99d62c96ca459937f6d3b4f87f521b3324bd814849927be9830"
"rapid-io.com","Rapid Io","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-08-11",388,30,"4ba62b3451b9cd2dae4b37ca3ac1224f7d2ac58d9d257c2a53a7edeec0539476"
